dvips;Dvips: DVI to PostScript;dvips/dvips.pdf;PostScript, DVI, administration, configuration
dvipdfm;Dvipdfm: DVI to PDF;dvipdfm/dvipdfm.pdf;PDF, DVI
bibtexdoc;BIBTeX documentation (bibtex);bibtex/base/btxdoc.pdf;references, citations
index;MakeIndex: Index preparation;makeindex/base/ind.dvi;
texinfo;Texinfo;texinfo/texinfo.pdf;
web2c;Introduction to web2c;web2c/web2c.pdf;programs
@Fonts / Metafont
fontname;Fontname: Reference list of font names;fontname/fontname.pdf;tutorial
genfont1;Font selection in LaTeX;latex/base/fntguide.pdf;font selection
psnfss;LaTeX font packages for use with common PostScript fonts;latex/psnfss/psnfss2e.pdf;
plnfss;Font selection in plain TeX;plain/plnfss/plnfss.txt;
euler;AMS Euler fonts (euler);latex/euler/euler.dvi;mathematics
AMSfonts;AMS Fonts: User's Guide;fonts/amsfonts/amsfndoc.pdf;
piff;Use of Common AMS fonts in LaTex;latex/piff/ams.dvi;
ssqquote;Accessing Computer Modern Sans Serif fonts (ssqquote);latex/ssqquote/ssqquote.dvi;
astro;Astronomical symbols (astrosym);latex/astro/astrosym.txt;
belleek;Belleek fonts (belleek);fonts/belleek/README;mathtime
braille;Braille symbols (braille);latex/braille/summary.dvi;
brushscr;BrushScript-Italic type1 font (brushscr);latex/brushscr/AAA_readme.dvi;
chemsym;Chemical symbols (chemsym);latex/chemsym/chemsym.dvi;
beton;Concrete fonts (beton);latex/beton/beton.dvi;
bm;Bold math symbols (bm);latex/tools/bm.pdf;mathematics, sets
ocherokee;Typesetting Cherokee texts (ocherokee);lambda/ocherokee/cherokee.pdf;
cmsuper;CM-Super font package;fonts/cm-super/README;
cmtt;CM typewriter encoding (cmtt);latex/mdwtools/cmtt.dvi;
dingbat;Dingbat fonts;latex/dingbat/dingbat.pdf;
doublestroke;Doublestroke fonts for sets (doublestroke);fonts/doublestroke/dsdoc.dvi;mathematics
euro;Euro fonts in Type1 format (eurofonts);fonts/eurofont/eurosamp.pdf;
eufrak;Euler Fraktur fonts for math (eufrak);fonts/amsfonts/eufrak.dvi;
euscript;Euler Script/calligraphic fonts for math (euscript/eucal);fonts/amsfonts/euscript.dvi;
feyn;Feyn font for Feynman diagrams;latex/feyn/feyn.pdf;
# context4;Fonts in ConTeXt;context/manuals/mfonts.pdf;tutorial
inputenc;Input encoding (inputenc);latex/base/inputenc.dvi;
lucidabr;LaTeX support for Lucida Bright fonts (lucidabr);latex/psnfssx/lucidabr.txt;
lmfonts;Latin Modern Type 1 fonts;fonts/lm/0inf099.txt;lmodern, latin modern, Latin Modern
marvosym;Marvosym symbol fonts (marvosym);latex/marvosym/marvodoc.pdf;
mathtime;Math Time fonts (mathtime/mathpi);latex/mathtime/mathtime.txt;
relsize;Relative font sizes (relsize);latex/ltxmisc/relsize.sty;-1-, scale
skt;Sanskrit for LaTeX (skt);latex/sanskrit/sktdoc.pdf
textfit;Scaling text (textfit);latex/textfit/textfit.dvi;
type1cm;Scalable type 1 CM fonts (type1cm);latex/type1cm/type1cm.txt;-2-
stmaryrd;St. Mary's Road symbol font (stmaryrd);fonts/stmaryrd/stmaryrd.dvi;
t1enc1;T1 font encoding overview (t1enc);latex/tools/fontsmpl.pdf;
trajan;Trajan fonts (trajan);latex/trajan/tryfont.pdf;
yfonts;Usage of old german fonts (yfonts);latex/yfonts/readme;-2-
altfont;Using alternative fonts (altfont);latex/altfont/altfont.dvi;
wasysym;WASY symbol fonts (wasysym);latex/wasysym/wasysym.pdf;
mflogo;The logo font family (mflogo);latex/mflogo/mflogo.dvi;Metafont logo
mfpic1;Pictures in TeX with Metafont and MetaPost;generic/mfpic/mfpguide.pdf;tutorial
epsdice;Scalable dice font;latex/epsdice/epsdice.dvi;
@Languages/national specials
csplain;Czech/Slovak typesetting with plain TeX;cslatex/base/csplain.doc;-2-
china2e;Chinese calendar symbols (china2e);latex/china2e/chinadoc.dvi;
montex;Cyrillic, Mongolian, Manju support (montex);latex/montex/montex.pdf;
dutch;Dutch LaTeX document classes;latex/ntgclass/rapdoc.pdf;
teubner;Extension of the greek option in Babel (teubner);latex/teubner/teubner-doc.pdf;
dinbrief;German letter DIN style (dinbrief);latex/dinbrief/dinbrief.dvi;
gerdoc;German old and new orthography support;generic/german/gerdoc.dvi;
greekctr;Greek letters as \alph-style counters (greekctr);latex/jknapltx/greekctr.sty;-1-
montex;Mongolian LaTeX;latex/montex/mlsquick.pdf;
MeX;Polish extension of Plain TeX (MeX);mex/base/mex.html;polski, polish
platex;Polish extensions to LaTeX (PLaTeX/pdfPLaTeX);latex/platex/base/platex.html;polski, polish
plfonts;Polish extension of CM fonts (PL);fonts/pl/README.ENG;polski, polish
ogonek;Polish ogonek diacritic mark (ogonek);latex/ogonek/ogonek.dvi;
akademia;Polish Virtual Academy of TeX;polish/tex-virtual-academy-pl/index.html;
cyrguide;Russian: Cyrillic languages in LaTeX;latex/base/cyrguide.pdf;
cyrillic;Cyrillic packages for LaTeX;latex/cyrillic/00readme.txt;
esindex;Spanish index entries;latex/bezos/esindex.tex;
otibet;Writing tibetian text for Omega (otibet);latex/otibet/unidoc.dvi;
vntex;Typesetting Vietnamese (VnTeX);generic/vntex/vntex.txt;vietnamese, vietnam
UserGroups;TeX User Groups around the world;english/help/usergrps.html;
@General layout
microtype;Microtypographic extensions to pdfTeX (microtype);latex/microtype/microtype.pdf;character protrusion, font expansion, letter spacing
memoir;Replacement for book/report class (memoir);latex/memoir/memman.pdf;
refman;Writing technical reference manuals (refman);latex/refman/refman.dvi;
balance;Balancing two columns of text (balance);latex/preprint/balance.pdf;
fix2col;Bugfix for two-column typesetting (fix2col);latex/carlisle/fix2col.pdf;
titlesec;Chapter/section headings 1 (titlesec);latex/titlesec/titlesec.pdf;titles
crop;Crop marks (crop);latex/crop/crop.pdf;layout
layout;Display layout parameters (layout);latex/tools/layout.pdf;
facsimile;Document class for preparing faxes;latex/facsimile/facsimile.pdf
setspace;Double line spacing (setspace);latex/setspace/setspace.sty;-2-
indentfirst;The indentfirst package;latex/tools/indentfirst.pdf;
anysize;Margin sizes (anysize);latex/anysize/anysize.dvi;
multicol;Multiple columns (multicol);latex/tools/multicol.pdf;
fancyhdr;Page headers/footers/numbering (fancyhdr);latex/fancyhdr/fancyhdr.pdf;headers, footers, page numbers
savetrees;Pack as much text as possible onto each page (savetrees);latex/savetrees/savetrees.pdf;
geometry;Page layout (geometry);latex/geometry/manual.pdf;
fullpage;Set margins to full page (fullpage);latex/preprint/fullpage.pdf;
shapepar;Shaped paragraphs (shapepar);generic/shapepar/shapepar.dvi;
layouts;Visual layout control (layouts);latex/layouts/layman.pdf;
texsis;TeX macros for physists (TeXsis);texsis/base/README;
ltugboat;TUGboat macros (ltugboat);latex/tugboat/ltubguid.pdf;
poemscol;Typesetting poetry collections (poemscol);latex/poemscol/poemscol.pdf;
invoice;Typesetting invoices (invoice);latex/invoice/invoice.pdf;
metre;Typesetting scholarly publications dealing with Geek and Latin texts (metre);latex/metre/metre.pdf;
startex;Typesetting simple student reports (StarTeX);startex/base/guide.pdf;
@Floats
sidecap;Captions, typeset sideways (sidecap);latex/sidecap/README;-2-
capt-of;Captions, faked (capt-of);latex/ltxmisc/capt-of.sty;
ctable;Centering tables and figures (ctable);latex/ctable/ctable.pdf;
floatflt;Floating figures (floatflt);latex/floatflt/00readme.flt;layout, tables, graphics
float;Floating objects (float);latex/float/float.dvi;layout, tables, graphics
rotfloat;Floats, rotated (rotfloat);latex/rotfloat/examples.tex;tables, graphics
multicap;Formatting captions inside multicols (multicap);latex/multicap/multicap.dvi;
endfloat;Move floats to end of document (endfloat);latex/float/endfloat.dvi;
afterpage;Expand float command after current page (afterpage);latex/tools/afterpage.pdf;
placeins;Place floats "in place" (placeins);latex/ltxmisc/placeins.sty;-2-
authblk;Prepare Author and Affiliation blocks (authblk);latex/preprint/authblk.pdf;
figcaps;Put figures and tables at the end of an article (figcaps);latex/preprint/figcaps.pdf;
subfloat;Subnumbering tables and floats (subfloat);latex/subfloat/README;
@Graphics
figsize;Automatic sizing of figures (figsize);latex/figsize/figsize.pdf;
overpic;Combine LaTeX commands over included graphics (overpic);latex/overpic/opic-rel.dvi;
histogr;Drawing histograms in picture environment;latex/histogr/histogr.dvi;
pstcirc;Drawing electric circuits (pst-circ);generic/pst-circ/pst-circ-doc.pdf;
miniplot;Easy figure arrangement (MiniPlot);latex/miniplot/miniplot.dvi;
apmgraph;Extensions to LaTeX picture environment (pmgraph);latex/pmgraph/pmgraph.dvi;
pstoptic;Optic drawings: lenses and mirrors (pst-optic);generic/pst-optic/pst-optic-doc.pdf;
hvfloat;Rotating objects and captions (hvfloat);latex/hvfloat/hvfloat.pdf;
picinpar;Small pictures in paragraphs 2 (picinpar);latex/picinpar/picinpar.dvi;figures
petri-nets;Petri-nets packages;latex/petri-nets/pndoc.pdf;
wrapfig;Wrap text around figures (wrapfig);latex/ltxmisc/wrapfig.sty;-1-
epslatex;Using imported graphics in LaTeX2e (epslatex);english/epslatex-en/epslatex.ps;PostScript, EPS, JPEG, GIF, TIFF, compression, scale, rotate, PSfrag, landscape, box, colour ???
graphics;PS and other graphics (graphics/graphicx);latex/graphics/grfguide.pdf;PostScript, EPS, JPEG, GIF, TIFF, scale, rotate, landscape, box, colour
metapost0;Introduction to MetaPost Manual;metapost/base/mpintro.pdf;PostScript, Bezier curves, boxes, drawing, graphs, plots, grid
metapost1;MetaPost Manual;metapost/base/mpman.pdf;PostScript, Bezier curves, boxes, drawing, graphs, plots, grid
metapost2;MetaPost graphics tutorial;metapost/base/mpgraph.pdf;PostScript, Bezier curves, boxes, drawing, graphs, plots, grid
metaobj;Metapost package providing high-level objects (metaobj);latex/metaobj/momanual.pdf;
fmp;LaTeX package to support Functional MetaPost (fmp);latex/fmp/fmp.pdf;
pgf;User's Guide to the TikZ/PGF Package;generic/pgf/version-for-pdftex/en/pgfmanual.pdf;tikz, graphics
piechart;Drawing pie-charts with MetaPost;metapost/piechartmp/piechartmp.pdf;
treetex;Drawing trees with TeX (treetex);plain/treetex/tree_doc.dvi;
PSfrag;Insert LaTeX constructs in PS figures (PSfrag);latex/psfrag/pfgguide.dvi;PostScript, scale
pspicture;Extended picture environment (pspicture);latex/carlisle/pspicture.pdf;picture, drawing, PostScript
eepic;epic picture environment extensions (eepic);latex/eepic/eepic.dvi;picture, drawing, arrow
rst;Rhetorical theory in LaTeX (rst);latex/rst/rst-package.pdf
xypic1;XYpic User Guide (xypic);generic/xypic/xyguide.pdf;picture, drawing, arrows, curves
xypic2;XYpic Reference Manual (xypic);generic/xypic/xyrefer.pdf;picture, drawing, arrows, curves
texdraw;TeXDraw: advanced drawing using PS (texdraw);texdraw/texdraw.pdf;picture, PostScript, Bezier curves, lines
crop;Crop marks (crop);latex/crop/crop.pdf;layout, mirror, invert
@Diagrams
DCpic;Commutative Diagrams (DCpic);latex/dcpic/man4.0.pdf;
pbdiagram;Diagram package using LAMSTeX or Xy-pic fonts (pb-diagram);latex/pb-diagram/pb-manual.dvi;
expressg;Drawing diagrams with MetaPost;latex/expressg/expeg.pdf;
bardiag;Drawing of bar diagrams in LaTeX (bardiag);latex/bardiag/bardiag.ps;
circ;Typesetting cirquit diagrams (circ);latex/circ/circ.dvi;
msc;Typesetting message sequence charts (msc);latex/msc/manual.tex;
nassi;Typesetting Nassi-Schneiderman diagrams;latex/nassflow/nass_man.dvi;
@Slides
texpower;Dynamic online presentations with LaTeX;latex/texpower/manual.pdf;
longtable;Large tables (longtable);latex/tools/longtable.pdf;
prosper;Prosper: A manual for the prosper class;latex/prosper/prosper-doc.pdf;overhead
prosper1;Prosper: A tour of Prosper facilities;latex/prosper/prosper-tour.pdf;overhead
beamer;User's Guide to the beamer class;latex/beamer/beameruserguide.pdf;
ifmslide;Enhanced presentations with (PDF)LaTeX;latex/ifmslide/ifmman.pdf;
seminar;Slides/foils (seminar);latex/seminar/sem-user.pdf;overhead
2up;Two-up printing for Generic TeX;latex/seminar/2up.dvi;???
@Tables, arrays and lists
booktabs;Publication quality tables in LaTeX;latex/booktabs/booktabs.pdf;
mdwlist;Additional list environments/commands (mdwlist);latex/mdwtools/mdwlist.dvi;description, enumerate
dcolumn;Alignment on decimal point (dcolumn);latex/tools/dcolumn.pdf;tables
delarray;Arrays with delimiters (delarray);latex/tools/delarray.pdf;
colortbl;Coloured tables (colortbl);latex/carlisle/colortbl.pdf;
arydshln;Dashed lines, horizontal and vertical (arydshln);latex/arydshln/arydshln-man.pdf;
slashbox;Draw an oblique line in a `tabular' column;latex/slashbox/slashbox.dvi;
enumerate;Extended enumeration style (enumerate);latex/tools/enumerate.pdf;
array;Extended tabular and array environments 1 (array);latex/tools/array.pdf;
mdwtab;Extended tabular and array environments 2 (mdwtab);latex/mdwtools/mdwtab.dvi;
blkarray;Extended tabular and array environments 3 (blkarray);latex/carlisle/blkarray.sty;-1-
easytable;Extra support for writing tables (easytable);latex/easy/doc.dvi/doctable.dvi;matrix
greekctr;Greek letters as \alph-style counters (greekctr);latex/jknapltx/greekctr.sty;-1-
tabls;Keep text from touching other text/hlines (tabls);latex/ltxmisc/tabls.sty;-1-, table, array
listliketab;Make list-like tabulars;latex/listliketab/listliketab.pdf;
tabularx;Modification of tabular column widths (tabularx);latex/tools/tabularx.pdf;
shortlst;Typesetting lists of short items (shortlst);latex/shortlst/shortlst.dvi;
hhline;Single/double lines in tables (hhline);latex/tools/hhline.pdf;
multirow;Table entry spanning multiple rows (multirow);latex/multirow/multirow.sty;-0-, tables
threeparttable;Table divided into caption, body, notes (threeparttable);latex/ltxmisc/threeparttable.sty;-1-
wrapfig;Wrap text around tables (wrapfig);latex/ltxmisc/wrapfig.sty;-1-
eqlist;Lists with equal indentation (eqlist);latex/eqlist/eqlist.dvi;
@ToC, index and glossary
titletoc;Layout of table of contents (titletoc);latex/titlesec/titlesec.pdf;
nomencl;List of used variables/Glossary (nomencl);latex/nomencl/nomencl.pdf
makeindex;MakeIndex;makeindex/base/makeindex.dvi;index
multitoc;Multi-column table of contents/tables/figures (multitoc);latex/multitoc/multitoc.dvi;
multind;Multiple indexes (multind);latex/misc209/multind.sty;-0-, makeindex
index;Extended index for LaTeX including multiple indexes (index);latex/camel/index.dvi;
varindex;Luxury frontend to the \index command (varindex);latex/varindex/varindex.dvi;
minitoc;Tables of contents/tables/figures at beginning of chapter (minitoc);latex/minitoc/minitoc.pdf;
@Bibliography
bibtexdoc;BIBTeX documentation (bibtex);bibtex/base/btxdoc.pdf;references, citations
bibtexhak;BIBTeX Hacker's Guide (bibtex);bibtex/base/btxhak.pdf;references, citations
custom-bib;Bibliography customization (custom-bib/makebst);latex/custom-bib/makebst.tex; ???
ascelike;Bibliography style for ASCE (ascelike);latex/ascelike/ascexmpl.pdf;
natbib;Bibliography with author-year or numerical style (natbib);latex/natbib/natbib.dvi;citation, references ???
achemso;BibTeX style for Chemistry Publications (achemso);latex/achemso/achemso.dvi;
mcite;Collapsing multiple citations into one (mcite);latex/mcite/mcite.dvi;
gloss;Creating glossaries using BibTeX;latex/gloss/gloss.dvi;
directory;Creating an address-book like database (directory);latex/directory/directory.pdf;
apacite;Citation and Reference list (apacite);latex/apacite/apacite.pdf;references, citations
easybib;Easy custom-made bibliographies (easybib);latex/easy/doc.dvi/docbib.dvi;references, citations
opcit;Footnote-style bibliographical references (opcit);latex/opcit/opcit.dvi;
harvard;Harvard Family of Bibliography Styles;latex/harvard/harvard.dvi;references, citations
authorindex;Generate a list of all authors cited in a document (authorindex);latex/authorindex/authorindex.dvi
chapterbib;Multiple bibliographies in document (chapterbib);latex/cite/chapterbib.sty;-1-, references, citations
natbib2;natbib reference sheet;latex/natbib/natnotes.dvi;citation ???
cite;Number-only citations/compressed references (cite);latex/cite/cite.sty;-1- ???
footbib;References as footnotes (footbib);latex/footbib/footbib.dvi;citation
overcite;Superscript number-only citations/compressed references (overcite);latex/cite/overcite.sty;-1-, cite ???
camel;Typesetting of citations and bibliographies (camel);latex/camel/camel.dvi;
drftcite;Use citation labels instead of numbers in drafts (drftcite);latex/cite/drftcite.sty;-1-, cite, references, citations
citesort;Variant of cite with sorted citations (citesort);latex/ltxmisc/citesort.sty;-3-, references ???
adrconv;Converting .bib database into printable format;latex/adrconv/adrguide.pdf;
@Mathematics
AMSlatex;AMS LaTeX manual;latex/amslatex/amsldoc.pdf;tutorial, equation alignment, matrix, operators, symbols, equation numbering, arrows, roots, fractions, theorems, amslatex
symbols-letter;LaTeX symbol table;english/symbols/symbols-letter.pdf;mathematics ???
amslatex2;AMSLaTeX 2.0: Technical notes;latex/amslatex/technote.pdf;
amsthm;AMS theorem environment (amsthm);latex/amslatex/amsthdoc.pdf;
amsthm2;AMS theorem environment: example;latex/amslatex/thmtest.pdf;theorem
breqn;Automatic line breaking of displayed equations (breqn);latex/breqn/breqndoc.dvi;mathematics
easyvector;C-like syntax for writing vectors or matrices (easyvector);latex/easy/doc.dvi/docvector.dvi;matrix
tangles;Diagrammatic macros for tangles and Hopf algebras;latex/t-angles/t-manual.dvi;
empheq;EMPHasizing EQuations (empheq);latex/mh/empheq.pdf;
deleq;Flexible numbering of equations (deleq);latex/deleq/deleq.dvi;
theorem;Extended theorem style (theorem);latex/tools/theorem.pdf;
mathenv;Equation alignment (mathenv);latex/mdwtools/mdwtab.dvi;matrix
subeqn;Equation subnumbering and primes;latex/amslatex/subeqn.pdf;subequation
easyeqn;Equation environments (easyeqn);latex/easy/doc.dvi/doceqn.dvi;
easymat;Extra support for block matrices 1 (easymat);latex/easy/doc.dvi/docmat.dvi;matrix
easybmat;Extra support for block matrices 2 (easybmat);latex/easy/doc.dvi/docbmat.dvi;matrix
polynom;Manipulating polynomials (polynom);latex/polynom/polynom.pdf;
comma;Numbers with comma every 3 digits (comma);latex/carlisle/comma.sty;-2-, separator
permute;Permutations: input and output formats (permute);latex/permute/permute.dvi;mathematics
nath;Producing 'natural math notation' (nath);latex/nath/nathguide.pdf;
mdwmath;Square root without vinculum (mdwmath);latex/mdwtools/mdwmath.dvi;
tensind;Tensorial Indexes (tensind);latex/bezos/tensind.tex;
accents;Tools for mathematical accents (accents);latex/bezos/accents.tex;mathematics
gauss;Typesetting matrix operations;latex/gauss/gauss-doc.dvi;
vector;Typesetting vectors (vector);latex/vector/vector.dvi;
gnlogic;Typestting logical formulas (gn-logic);latex/logic/gn-logic14.dvi;
AMSfonts;AMS Fonts;fonts/amsfonts/amsfndoc.pdf;
bm;Bold math symbols (bm);latex/tools/bm.pdf;mathematics, sets
concmath;Concrete Math fonts (concmath);latex/concmath/concmath.dvi;
doublestroke;Doublestroke fonts for sets (doublestroke);fonts/doublestroke/dsdoc.dvi;mathematics
euler;AMS Euler fonts (euler);latex/euler/euler.dvi;mathematics
@Special text elements
refstyle;Advanced formatting of cross references;latex/refstyle/refstyle.pdf;
textcase;Case conversion ignoring mathematics (textcase);latex/carlisle/textcase.pdf;
# edmac;Critical editions of text (edmac);latex/edmac/edmac.dvi;
eqparbox;Constructing \parboxes (eqparbox);latex/eqparbox/eqparbox.pdf;
bytefield;Create illustrations for network protocol specifications;latex/bytefield/bytefield.pdf;
dropping;Drop the first character(s) of a paragraph (dropping);latex/dropping/dropping.dvi;
lettrine;Dropped capitals (lettrine);latex/lettrine/lettrine.pdf;
footnote1;Footnotes 1 (footnote);latex/mdwtools/footnote.dvi;
footnote2;Footnotes 2 (pfnote, fnpos, dblfnote);latex/yafoot/yafoot-man.dvi;
ftnright;Footnotes 3: in a multi-column layout (ftnright);latex/tools/ftnright.pdf;
footnpag;Footnotes 4: page-per-page numbering (footnpag);latex/footnpag/footnpag-user.dvi;
newalg;Format algorithms like Cormen, Leiserson and Rivest (newalg);latex/newalg/newalg.dvi;
linguex;Formatting linguist examples (linguex);latex/linguex/linguex-doc.dvi;
soul;Hyphenation for letterspacing, underlining, striking... (soul);latex/soul/soul.pdf; strikeout
varioref;References to figures, equations etc. (varioref);latex/tools/varioref.pdf;
xr;References to external documents (xr);latex/tools/xr.pdf;
nath;Separate presentation and content in mathematical typography (nath);latex/nath/nathguide.pdf;
showkeys;Show reference keys in text (showkeys);latex/tools/showkeys.pdf;citation
clock;Typesetting graphical clocks (clock);latex/clock/clockdoc.pdf;
syntax;Typesetting syntactic items (syntax);latex/mdwtools/syntax.dvi;
hypbmsec;Bookmarks in sectioning commands (hypbmsec);latex/oberdiek/hypbmsec.pdf;
ushort;Underlines of various sizes (ushort);latex/ushort/ushort.dvi;
ulem;Underlining styles (ulem);latex/ltxmisc/ulem.sty;-1-
umoline;Underline text allowing line breaking (umoline);latex/umoline/umoline-man.dvi;
url;Typeset URLs, emails, paths etc. verbatim 1 (url);latex/ltxmisc/url.sty;-1-
path;Typeset URLs, emails, paths etc. verbatim 2 (path);latex/ltxmisc/path.sty;-0-
notes;Mark documentsections with icons;latex/notes/notes.dvi;
prelim2e;Mark preliminary versions of document (prelim2e);latex/prelim2e/prelim2e.dvi;draft
shapepar;Shaped paragraphs (shapepar);generic/shapepar/shapepar.dvi;
todo;Appending a to-list to a document;latex/todo/todo.dvi;
@Typesetting labels
adrlist;Address lists with LaTeX (adrlist);latex/adrlist/adrlist.dvi
labels;labels: Labels for envelopes;generic/midnight/labels.dvi;
labels1;EnvLab: Printing Envelopes and Labels;latex/envlab/elguide.dvi;
cd;Creating CD labels (cd);latex/cd/cd.pdf;
ticket;Labels, visiting cards, pins with LaTeX (ticket);latex/ticket/manual.pdf
@Verbatim and code printing
newvbtm;Define your own verbatim-like environment (newvbtm);latex/newvbtm/newvbtm-man.dvi;
verbatim;Extension to verbatim 1/comments (verbatim);latex/tools/verbatim.pdf;
moreverb;Extension to verbatim 2/line numbering (moreverb);latex/moreverb/moreverb.dvi;
sverb;Extension to verbatim printing 3 (sverb);latex/mdwtools/sverb.dvi;
fancyvrb;Fancy verbatim printing (fancyvrb);latex/fancyvrb/fancyvrb.pdf;line numbering, boxes, colour
ntabbing;Tabbing with line numbering (ntabbing);latex/ntabbing/ntabbing.dvi;line numbering
lineno;Provide line numbers on paragraphs (lineno);latex/lineno/ulineno.pdf;line numbering
listings;Source code printing (listings);latex/listings/listings.pdf;fancyvrb, program
mftinc;Pretty-print Metafont source code into a Tex file (mftinc);latex/mftinc/mftinc.pdf;
@Auxiliary tools
akletter;Comprehensive letter support (akletter);latex/akletter/lettereng.pdf;
progress;Create an overview of a documents' state (progress);latex/progress/progress.dvi;
plain;Plain TeX code in LaTeX (plain);latex/carlisle/plain.sty;-2-
pagesel;Select pages for output (pagesel);latex/oberdiek/pagesel.pdf;extract
tokenizer;Split comma-separated list of strings into tokens (tokenizer);latex/tokenizer/tokenizer.pdf
isorot;Rotate document elements (isorot);latex/isorot/rotman.pdf;
rotpages;Multiple page rotation in LaTeX;latex/rotpages/rotpages-doc.pdf;
count1to;Page number marks for extraction (count1to);latex/count1to/count1to.dvi;
remreset;Suppress counter reset (remreset);latex/carlisle/remreset.sty;-2-
version;Conditionally include text (version);latex/misc209/version.sty;-2-, comment
vrsion;Add version number to DVI file (vrsion);latex/vrsion/vrsion.dvi;
verbatim;Comment out parts of text 1 (verbatim);latex/tools/verbatim.pdf;
comment;Comment out parts of text 2 (comment);latex/comment/comment.sty;
fileerr;Avoid fatal file not found errors (fileerr);latex/tools/fileerr.pdf;
calc;Infix notation arithmetic in LaTeX (calc);latex/tools/calc.pdf;calculation, float arithmetic
alphalph;Convert numbers to letters;latex/oberdiek/alphalph.pdf;
typehtml;Process HTML code (typehtml);latex/carlisle/typehtml.pdf;
